CHROM POSITION	GENE	library_15
20_10664391_10669109	BPIFB4	0.00000
20_10669814_10675439	LOC101750367	0.00000
20_10679041_10686133	CDK5RAP1	11.95750
20_10686640_10694298	BPI	0.00000
20_10698017_10708072	KIAA1755	0.00000
20_10711292_10723054	TGM2	1.02556
20_10726844_10747658	RPRD1B	51.10080
20_10748053_10750995	LOC101749634	2.15198
20_10751033_10759471	TTI1	1.97321
20_10761596_10763862	VSTM2L	0.00000
20_10773800_10813793	CTNNBL1	20.07380
20_10822143_10825280	LOC771972	0.34113
20_10829374_10830902	LOC100859272	19.08400
20_10830983_10833983	WFDC2	0.35472
20_10835430_10837331	LOC101749702	0.00000
20_10837541_10840145	WFDC8	0.00000
20_10840427_10841889	LOC101751715	0.00000
20_10844895_10847281	LOC771994	0.00000
20_10849002_10853705	DNTTIP1	57.21010
20_10854145_10854760	UBE2C	30.60070
20_10856321_10858120	TNNC2	1.25049
20_10859879_10861637	SNX21	10.60320
20_10862049_10864460	ACOT8	20.62020
20_10864503_10869648	ZSWIM1,ZSWIM3	5.59883
20_10871040_10872958	LOC101751906	2.74217
20_10874293_10878191	CTSA	78.00680
20_10878579_10882682	PLTP	4.62253
20_10887200_10895582	PCIF1	23.64890
20_10897800_10898514	LOC100859537	0.00000
20_10900385_10909049	ZNF335	33.18250
20_10910322_10914523	LOC101752105	0.17220
20_10914611_10921455	LOC101752168,MMP9	1.75528
20_10922219_10948182	SLC12A5	0.43602
20_1093517_1101934	LOC101747283	0.37550
20_10948949_10965807	LOC101750008,NCOA5	19.98410
20_10966820_10970503	CD40	0.00000
20_10993978_11029175	CDH22	0.00000
20_1105039_1133853	RBM39	37.63640
20_11071357_11076604	SLC35C2	35.06240
20_11076680_11095148	ELMO2	21.64040
20_11095248_11097840	SNRPB	195.62200
20_11098506_11104465	DDX27	77.97530
20_11144656_11161475	EDN3	0.00000
20_11185891_11202389	ZNF831	0.10196
20_11217490_11222443	SLMO2	114.55400
20_11224814_11230610	LOC101747896	1.10346
20_11230686_11231913	ATP5E	245.90600
20_11232024_11237042	TUBB1	2.28743
20_11239837_11244805	CTSZ	95.40040
20_11246042_11255303	TH1L	16.56010
20_11259884_11341710	GNAS	12.77800
20_11343397_11349913	LOC101747980	0.11809
20_1135878_1137453	LOC100858376	62.65750
20_1137466_1148952	NFS1	16.55050
20_11392736_11395986	LOC101747938	0.00000
20_11406454_11418247	NPEPL1	41.37100
20_11418938_11429449	STX16	33.80900
20_11503292_11519047	APCDD1L	0.80144
20_11519779_11520344	-	16.40010
20_11520555_11521032	-	20.48400
20_11521876_11522408	-	12.03380
20_11522487_11523632	-	42.58450
20_11523021_11523381	-	21.02090
20_11524082_11525366	-	18.87790
20_11525425_11553349	VAPB	55.73810
20_1153678_1196113	CPNE1,RBM12	47.28740
20_11556931_11558716	-	24.75060
20_11558775_11559906	-	23.76780
20_11559949_11575679	RAB22A	15.14450
20_11575689_11596580	PPP4R1L	8.84773
20_11597600_11609822	ANKRD60	0.65477
20_11616420_11620871	C20H20ORF85	0.00000
20_11798778_11820425	LOC101748767	0.00000
20_11868022_11873158	PMEPA1	17.19780
20_11874380_11874888	-	21.64040
20_11875475_11876179	-	10.52430
20_11898239_11905962	PCK1	0.25709
20_11912134_11952559	LOC419322	0.27826
20_11959616_11971973	RBM38	15.28400
20_1197985_1232618	LOC100858850	0.03881
20_11981382_11989993	RAE1	102.33200
20_11990210_12003033	SPO11	0.00000
20_12007564_12011207	LOC101749326	0.12956
20_12026085_12069715	BMP7	0.17866
20_12283766_12291461	TFAP2C	1.39553
20_12313449_12334709	C20H20ORF43	135.80600
20_12319703_12327333	GCNT7	1.35163
20_12335183_12352097	CASS4	0.10099
20_1234208_1257057	DDEFL1	0.00000
20_12355497_12356050	-	29.21620
20_12356099_12364410	CSTF1	50.06780
20_12364696_12371253	AURKA	32.37620
20_12371571_12376735	C20H20ORF108	14.33620
20_12403605_12407033	LOC100857164	0.20398
20_12415876_12445389	LOC419333	0.27432
20_12452386_12456928	CBLN4	1.01994
20_12457628_12556003	LOC419335	0.21591
20_1257148_1261542	LOC419136	0.14913
20_12598264_12632669	DOK5	0.37673
20_1262515_1286725	LOC100858467	7.35297
20_12679169_12681093	PFDN4	39.68220
20_12692483_12699846	CYP24A1	0.12925
20_12721390_12763410	BCAS1	0.38043
20_12856375_12883698	LOC101751503,ZNF217	7.61492
20_12896577_13105163	TSHZ2	5.88636
20_1289823_1301066	LOC100858952	1.78975
20_1302000_1305017	LOC100859021	4.66147
20_1306933_1341568	FER1L4	0.03880
20_13105401_13114248	LOC101750280	6.00721
20_13140348_13325571	LOC101751795	0.00000
20_13336263_13345812	ZFP64	26.37520
20_13392100_13397232	LOC101751834	0.06873
20_13423653_13423744	MIR1687	0.00000
20_1343158_1366007	LOC100859178	0.00000
20_13433462_13447662	SALL4	2.25760
20_13454834_13506072	ATP9A	3.80737
20_13517108_13604318	NFATC2	0.72585
20_1366098_1370492	LOC100859212	0.14913
20_13707959_13721891	KCNG1	0.04810
20_1371465_1395675	ERGIC3	7.35297
20_13729094_13731273	MOCS3	29.55040
20_13730974_13740315	DPM1	28.13920
20_13740525_13741115	-	9.37299
20_13749751_13774050	ADNP	94.06080
20_13750778_13752252	-	14.49980
20_13752399_13752734	-	59.68520
20_13753380_13753946	-	17.26340
20_13753998_13754460	-	17.85040
20_13775781_13801432	LOC101747384	11.69000
20_13808663_13811274	-	12.70480
20_13811823_13824523	PARD6B	20.70850
20_13832972_13883982	FAM65C,LOC101750414	13.69810
20_13882191_13922818	PTPN1	46.25750
20_1398773_1433073	CEP250	2.14478
20_14054561_14055895	CEBPB	94.28680
20_14057279_14059771	LOC101747729	1.26959
20_14066010_14080682	TMEM189	92.42600
20_14080817_14081226	-	24.06840
20_14084220_14098375	UBE2V1	99.98140
20_14137026_14139758	SNAI1	4.86907
20_14142075_14147169	RNF114	120.81800
20_14147396_14155350	SPATA2	25.67570
20_14163573_14163659	MIR1648	0.00000
20_14170891_14193554	SLC9A8	38.45080
20_14182196_14182645	-	16.11260
20_14191547_14192357	-	9.76841
20_14192532_14193014	-	27.21500
20_14207184_14234569	B4GALT5	72.96560
20_14255340_14259510	LOC101750846	0.50908
20_14257028_14279685	HELZ2	11.08710
20_14280262_14281295	C20H20ORF195	0.00000
20_14289849_14290290	-	20.82100
20_14290744_14291014	-	53.25040
20_14291094_14291600	-	13.07030
20_14291753_14302515	STK35	5.41054
20_1438851_1441902	GDF5	0.00000
20_1458406_1485081	LOC100859111	9.14926
20_1489451_1491145	LOC100858257	0.00000
20_1506940_1559446	UQCC	15.39030
20_1566077_1590756	FAM83C	0.14732
20_1591147_1598065	EIF6	75.67900
20_1599339_1643890	MMP24	3.98144
20_1624179_1632644	LOC101751056	2.11465
20_1650803_1663939	MAP1LC3A	69.94060
20_1654249_1654323	MIR1453	0.00000
20_1667566_1673056	DYNLRB1	67.14130
20_167358_227468	EPB41L1	4.08816
20_1676496_1765546	LOC419144,LOC431205	112.87300
20_1766292_1829963	ITCH	4.77322
20_1829465_1832342	LOC101748343	0.00000
20_1837695_1861749	AHCY	140.85300
20_1874692_1900675	ASIP	0.00000
20_1976080_1988371	EIF2S2	169.46100
20_1996483_2109384	RALY	6.77321
20_2245671_2250192	LOC101752203	1.20509
20_228336_234090	C20H20ORF4	38.00300
20_2311717_2323543	LOC101752265	1.64439
20_2349151_2362643	LOC101747252	0.00000
20_2369755_2390470	PLIN3	0.00000
20_2427088_2448634	CHMP4B	139.77100
20_2452885_2469010	ZNF341	4.87655
20_2472911_2476810	PXMP4	27.70130
20_2483851_2487063	E2F1	25.91370
20_2489183_2513362	NECAB3	4.57107
20_2513783_2514088	-	37.85640
20_2514607_2564519	CBFA2T2	12.13710
20_2564599_2570036	LOC101747458	0.00000
20_2580099_2587931	LOC426448	2.73821
20_2605669_2719071	TOX2	5.52907
20_263901_265619	LOC101747561	0.00000
20_2720550_2721963	LOC101747661	0.00000
20_2777169_2785031	LOC101747702	0.00000
20_2869701_2869773	TRNAE-UUC	0.00000
20_2896214_2904534	EDEM2	21.38920
20_2909212_2941917	TRPC4AP	73.51110
20_2940268_2968391	MYH7B	39.20210
20_2955126_2955217	MIR499	0.00000
20_2976405_2984398	GSS	50.40840
20_2985489_3016738	ACSS2	17.94180
20_3022248_3023437	-	8.34631
20_3024009_3024889	-	10.70260
20_3024992_3045685	SOGA1	11.65680
20_309285_444059	DLGAP4	50.22110
20_3190200_3623243	PTPRT	0.02860
20_3645027_3647999	LOC100859327	0.00000
20_3652603_3700954	LOC769590	0.00000
20_3799225_3804065	LOC101749072	0.00000
20_3804437_3844886	LOC101749104	0.04326
20_3854125_3860606	LOC101749153	0.46876
20_3939773_3951547	LOC101749279	0.03544
20_3954587_3969292	MYBL2	13.35000
20_3969357_3971201	LOC101749307	0.30994
20_3973335_3984095	IFT52	43.17960
20_3984246_3998810	SGK2	1.19409
20_4000764_4004085	SLC32A1	0.00000
20_403874_404416	-	9.73140
20_4039489_4075240	ARHGAP40	0.67417
20_4075625_4080861	LOC101749666	0.63700
20_4080900_4091178	ACTR5	9.88821
20_4091189_4101879	LOC101749607	0.65902
20_4109315_4154694	PPP1R16B	1.03366
20_4159057_4170404	FAM83D	5.68898
20_4170702_4198754	DHX35	3.95142
20_4210994_4213978	LOC101749965	0.00000
20_4235471_4287949	LOC101750007	0.02490
20_42386_45445	IGSF1	0.00000
20_4411673_4427372	LOC101750061	0.00000
20_447678_448157	-	16.74640
20_448756_450354	TGIF2	8.02032
20_455017_460945	MYL9	0.39149
20_464023_468380	C20H20ORF24	75.00950
20_46762_84040	L3MBTL1	1.24236
20_4689202_4690552	LOC101750126	0.00000
20_469734_486613	GGT7	0.61576
20_4705515_4718668	LOC101750167	1.13837
20_4727223_4732522	LOC101750366	0.42653
20_500207_536075	NCOA6	14.77800
20_5034618_5038256	MAFB	114.32000
20_5057616_5089912	LOC101750461	0.00000
20_5102666_5108959	LOC101750548	1.56410
20_5122015_5128161	LOC101750504	0.34590
20_5174675_5178352	LOC100857546	0.00000
20_5180401_5242581	TOP1	68.38200
20_5257491_5275714	PLCG1	24.15550
20_5275849_5284853	ZHX3	8.02580
20_5286401_5286483	MIR1614	0.00000
20_5311554_5316040	LPIN3	0.00000
20_5314653_5324786	EMILIN3	0.00000
20_534996_545847	TP53INP2	18.57950
20_5364574_5385468	RPN2	293.78900
20_5388423_5394961	GHRH	0.65777
20_5400809_5406385	MANBAL	37.85470
20_5412252_5418306	LOC100857666,LOC101751241	1.03703
20_5419034_5428279	SRC	13.44700
20_5431053_5434660	BLCAP	46.21050
20_5439541_5445731	PIGT	35.05820
20_5446692_5453178	DBNDD2	33.06370
20_5455179_5457035	TP53TG5	1.36835
20_5457197_5463116	LOC419182	1.55194
20_5464903_5467159	SYS1	20.19240
20_5471980_5488605	SDC4	233.50100
20_5492528_5505679	RBPJL	0.00000
20_5499779_5513511	MATN4	0.00000
20_5515106_5515910	LOC101752219	7.07411
20_5519421_5531445	KCNS1	0.00000
20_5529248_5569431	STK4	80.79550
20_5569442_5573543	TOMM34	37.35660
20_5575969_5585241	PABPC1L	2.24791
20_5587244_5600234	YWHAB	195.12800
20_5614168_5621383	LOC101747459	0.00000
20_5622783_5673319	RIMS4	1.79290
20_5672662_5678491	KCNK15	0.00000
20_5682919_5685592	LOC100859257	0.26636
20_5685744_5691524	WISP2	0.51603
20_569539_591153	PIGU	13.69550
20_5699880_5712517	ADA	6.56302
20_5713993_5727306	PKIG	116.23200
20_5718388_5738229	LOC101747703	0.00000
20_5740395_5747867	SERINC3	236.41300
20_5748293_5755903	TTPAL	12.40520
20_5761701_5777927	HNF4A	39.06120
20_5792650_5796639	LOC100858089	0.87987
20_5810965_5816112	FITM2	32.28460
20_5821795_5822333	-	10.83280
20_5822533_5833640	GDAP1L1	3.80683
20_5834972_5837976	LOC770857	33.82360
20_5835351_5836104	-	29.48700
20_5837962_5845068	C20H20ORF111	75.35400
20_5847788_5865651	JPH2	3.67937
20_5878984_5882150	LOC428144	0.00000
20_5885282_5894237	C20H20ORF123	0.08316
20_5895561_5918182	SLC13A3	1.57901
20_5923451_5925045	TP53RK	17.06220
20_5927477_5935491	SLC2A10	1.51068
20_592973_598697	TLDC2	0.00000
20_598053_623806	SAMHD1	47.06800
20_6012483_6104488	EYA2	7.98041
20_6108496_6172060	ZMYND8	23.28010
20_6185034_6260641	NCOA3	14.23900
20_6260319_6401453	SULF2	0.00000
20_626734_648726	RBL1	14.29230
20_649179_698561	CHD6	5.03067
20_6532675_6617009	PREX1	6.33584
20_6651607_6661417	LOC101750241	0.03435
20_6711611_6746747	ARFGEF2	19.99620
20_6747056_6768693	CSE1L	81.46360
20_6769421_6769844	-	15.02150
20_6780566_6804015	STAU1	52.71210
20_6811138_6816191	LOC100858469	49.87280
20_6833156_6843214	LOC771089	0.00000
20_6848207_6854436	LOC101750784	0.00000
20_6869429_6973029	KCNB1	1.07013
20_6992781_7004535	TGM3	1.05392
20_7009928_7022461	LOC771136	0.00000
20_7026727_7043158	TGM6	0.59078
20_7045046_7055262	EPB42	0.53922
20_7055718_7062567	CCNDBP1	20.73400
20_7062762_7078158	ZNFX1	0.71974
20_7082666_7178097	PHACTR3	0.00000
20_7181584_7209138	SYCP2	0.24547
20_7211843_7217827	PPP1R3D	4.55102
20_7217979_7224928	C20H20ORF177	18.15930
20_7225153_7225884	-	13.10530
20_732132_733135	LOC101749152	0.41158
20_733265_733645	-	29.87350
20_733864_734124	-	69.54060
20_734272_793939	RALGAPB	19.49100
20_7583703_7996525	CDH4	0.00000
20_798360_804261	LOC100858152	1.46506
20_8020279_8056326	TAF4	5.95172
20_8059496_8068964	LOC101751925	0.20175
20_8070282_8082335	LSM14B	69.75240
20_8083830_8088007	PSMA7	374.07800
20_8089707_8104750	SS18L1	0.10080
20_809476_866960	NDRG3	32.05660
20_8104847_8109577	GTPBP5	12.97030
20_8119135_8122954	HRH3	0.13054
20_8133307_8140452	LOC101752300	0.21393
20_8140921_8169843	OSBPL2	13.08570
20_8171796_8178696	ADRM1	85.09320
20_8178921_8252841	LAMA5	8.96890
20_8283063_8286468	RPS21	576.66000
20_8286646_8304192	CABLES2	6.56102
20_8309288_8318278	LOC101747728	0.77644
20_8318312_8325584	LOC101747662	0.47800
20_8368250_8377966	GATA5	3.38318
20_8467965_8470970	LOC101747836	0.00000
20_8472264_8472335	MIR1A-1	0.00000
20_8473569_8473647	MIR1773	0.00000
20_8483486_8483582	MIR133A-2	0.00000
20_8503296_8508716	LOC101747876	0.25295
20_8527815_8553137	SLCO4A1	8.68378
20_8554078_8554483	-	16.36390
20_8575283_8620328	NTSR1	0.00000
20_8671039_8676146	C20ORF20	18.44100
20_8676177_8687118	OGFR	13.05470
20_8687169_8687378	-	101.00800
20_8689082_8720874	COL9A3	3.89497
20_869857_872382	SLA2	0.00000
20_8720238_8727080	TCFL5	5.61427
20_8727939_8775307	DIDO1	12.17680
20_873089_938680	PHF20	30.29190
20_8779438_8785907	C20H20ORF11	17.05350
20_8789547_8804499	SLC17A9	11.93860
20_8833868_8837945	BHLHE23	0.00000
20_8885198_9014834	LOC771200	0.00000
20_89377_94005	SRSF6	221.33300
20_8991445_8991545	MIR1746	0.00000
20_9040250_9040348	MIR124A-2	0.00000
20_9049511_9061866	YTHDF1	87.57080
20_9062315_9078493	BIRC7	0.00000
20_9077747_9125452	NKAIN4	0.06506
20_9132606_9150466	ARFGAP1	52.98990
20_9154627_9168592	DEPTOR	1.08707
20_9169934_9213065	COL20A1	0.06975
20_9218844_9237447	CHRNA4	0.00000
20_9271158_9338422	KCNQ2	0.00000
20_9348887_9362047	EEF1A2	0.29731
20_9368434_9370742	PPDPF	1355.60000
20_9374359_9381333	SRMS	0.00000
20_9382937_9424537	PXDNL	0.00000
20_9427081_9439649	PCMTD2	4.33772
20_9450698_9504664	MYT1	0.09438
20_947109_989016	ARHGAP39	12.80770
20_9560751_9565748	LOC419250	0.00000
20_9589094_9591149	LOC771598	0.00000
20_9600411_9611468	OPRL1	0.00000
20_9612846_9627766	LOC101749563	0.02378
20_9648039_9667370	LOC101749685	0.00000
20_968246_968331	MIR1558	0.00000
20_9683665_9696951	RGS19	1.02758
20_9699193_9715402	TCEA2	24.09360
20_9728236_9731775	SOX18	0.00000
20_9745238_9750603	LOC100858256	0.00000
20_9759466_9759753	-	37.23590
20_9760136_9783334	PRPF6	45.83420
20_9790158_9799724	SAMD10	0.00000
20_9800885_9835998	UCKL1	11.38610
20_9839069_9851740	ZNF512B	12.81150
20_9863158_9863432	-	42.50540
20_9863489_9865604	-	23.05730
20_9865667_9866777	-	23.22990
20_9866839_9899968	DNAJC5,TPD52L2	68.85780
20_9882956_9883028	TRNAE-CUC	0.00000
20_9917318_9957144	ZBTB46	23.84840
20_9955434_9962554	LOC100858363	0.00000
20_9964306_9969509	LOC425299	0.21655
20_9970086_9977153	ZGPAT	13.35720
20_997396_997468	-	0.00000
20_9977346_9987420	ARFRP1	66.52150
20_9998760_10003663	TNFRSF6B	0.00000
20_random_115002_137290	ZNF532	0.00000
20_random_1359_7709	LOC101751954	0.00000
20_random_144631_147374	LOC426344	0.00000
20_random_163836_167279	LOC771545	0.16254
20_random_163848_169079	SIRPA	0.37567
20_random_170069_181858	GMEB2	20.12910
20_random_18664_19811	LOC101751889	0.00000
20_random_22060_26438	LOC100858058	0.00000
20_random_46176_52447	LOC100858260	0.46986
20_random_55725_56305	LOC101752042	21.78380
20_random_6_1073	LOC101752002	0.61430
20_random_70677_74299	LOC425347	0.00000
20_random_91097_105686	LOC100858154	0.00000
20_random_9515_16439	LOC101751395	0.00000
21_1026553_1028351	LOC101751738	7.33769
21_1028529_1036359	ARHGEF16	51.99340
21_1038181_1335411	PRDM16	0.18865
21_122324_128570	RCC2	38.99060
21_12260_45470	IGSF21	13.69380
21_1240005_1244025	LOC419389	0.00000
21_1259129_1262318	ACTRT2	0.00000
21_129322_135282	PADI3	0.33400
21_1365498_1378584	TTC34	0.14441
21_138124_162901	PADI1	0.94386
21_1387749_1411297	MMEL1	0.00000
21_1415133_1416796	LOC419390	0.83745
21_1432931_1434335	HES5	0.00000
21_1435559_1457401	PANK4	4.49028
21_1456790_1466358	KBP	3.54123
21_1466463_1469816	LOC101750602	0.15323
21_1469944_1551233	PLCH2	3.43915
21_148921_161700	PADI2	0.46012
21_1552284_1555875	PEX10	15.95670
21_1558527_1565791	RER1	100.13700
21_162039_170418	SDHB	103.69900
21_1679119_1769271	SKI	4.65393
21_171132_174648	MRPS16	20.69700
21_1741923_1742030	MIR1635	0.00000
21_175619_186985	LOC100859866	6.92104
21_1792639_1799129	LOC419398	2.79213
21_1799466_1839575	PRKCZ	17.68120
21_1839785_1904488	KIAA1751	0.06041
21_1847019_1863482	GABRD	0.00000
21_1906950_1913712	TMEM52	9.59818
21_1935417_1963517	GNB1	285.13800
21_1976621_1996542	NADK	57.82230
21_1997832_2006214	LOC419404	33.96770
21_2005925_2016007	SLC35E2B	20.44460
21_2016163_2029236	CDC2L1	72.37750
21_2030038_2041121	MMP23B	2.38417
21_2046500_2079556	MIB2	27.88660
21_2079662_2086170	LOC101749015	0.41627
21_2086239_2109754	LOC419409	2.70166
21_2115397_2119709	LOC101749200	2.11593
21_211887_248461	SLC45A1	9.50145
21_2119811_2141828	SSU72	70.96260
21_2144642_2153373	C1ORF70	0.71974
21_2157338_2175297	ATAD3A	103.65700
21_2176436_2187941	VWA1	1.61475
21_2203302_2210136	TMEM88	0.31466
21_2211588_2214310	MRPL20	87.94570
21_2214744_2223101	CCNL2	58.53560
21_2217579_2217967	-	17.86690
21_2218646_2218921	-	42.05780
21_2227465_2235525	LOC771069	7.14870
21_2236360_2238941	AURKAIP1	119.65100
21_2251267_2266026	MXRA8	0.65504
21_2277756_2331951	DVL1	6.83685
21_2330356_2339403	TAS1R3	1.42398
21_2339496_2341815	GLTPD1	4.69752
21_2341813_2349144	CPSF3L	24.69350
21_2349286_2354972	LOC428183	0.59579
21_2355633_2379493	PUSL1	6.05478
21_2375600_2375678	MIR1795	0.00000
21_2381134_2448545	ACAP3	6.38610
21_2433838_2436377	LOC101750302	0.44892
21_2450513_2462453	SCNN1D	0.10888
21_2467065_2474732	UBE2J2	79.07820
21_2477138_2492358	FAM132A	0.97722
21_249416_257693	ERRFI1	32.81960
21_2526858_2532319	B3GALT6	3.08478
21_2532763_2554256	SDF4,TNFRSF4	56.35180
21_2560350_2566661	TNFRSF18	0.46053
21_2569011_2576435	LOC419425	0.00000
21_2576797_2596040	TTLL10	0.43669
21_2595421_2595505	MIR429	0.00000
21_2597926_2598013	MIR200A	0.00000
21_2600251_2600336	MIR200B	0.00000
21_262580_270945	PARK7	157.95000
21_2646822_2662056	C21H1ORF159	11.86150
21_2662156_2673360	LOC101752205	0.07351
21_2673989_2680259	RNF223	0.00000
21_2679189_2699394	LOC419429	7.86347
21_268847_274685	TNFRSF9	17.42250
21_2708870_2767191	AGRN	1.88875
21_2786387_2797263	LOC101747238	0.37116
21_2803577_2805544	HES1	30.93630
21_283152_286467	UTS2	0.89622
21_2847575_2853066	LOC428186	0.00000
21_2853040_2865817	PLEKHN1	2.22037
21_2867444_2883594	KLHL17	0.84865
21_2883796_2916830	NOC2L	112.48400
21_289417_308698	PER3	25.60210
21_2917428_2918006	-	12.31210
21_2919060_2959783	SAMD11	21.79520
21_2976720_3009415	LOC101747571	1.81180
21_3010306_3014106	LOC101747600	0.12390
21_3033464_3151985	RERE	22.34820
21_308982_312748	VAMP3	73.84570
21_312834_315553	LOC101748392	10.89310
21_315505_536866	CAMTA1,LOC101748583	78.97180
21_3165954_3189256	LOC101747837	0.14390
21_3215098_3227491	ENO1	2274.83000
21_3227734_3239434	CA6	0.38794
21_3239832_3251345	SLC2A5	3.33172
21_3252440_3263577	GPR157	0.97459
21_3263955_3289363	LOC101747915,MIR34A	0.19376
21_3294713_3306583	H6PD	8.90221
21_3306784_3307372	-	9.42183
21_3314897_3349179	SPSB1	16.63380
21_3389_12012	KLHDC7A	5.59698
21_3398316_3417285	SLC25A33	27.67720
21_3426392_3427938	-	105.85300
21_3428522_3436632	-	35.77590
21_3439767_3440359	-	82.72470
21_3441031_3446612	-	28.56390
21_3470172_3492934	PIK3CD	4.50985
21_3493074_3527740	CLSTN1	45.57100
21_3542391_3559589	CTNNBIP1	28.55410
21_3573055_3581801	LZIC	31.89090
21_3581912_3588540	NMNAT1	11.37130
21_3590989_3592944	RBP7	2.18775
21_3595619_3631351	UBE4B	49.45850
21_3633294_3715714	KIF1B	43.47740
21_3715808_3716661	-	11.65470
21_3717170_3719385	LOC101749176	3.43241
21_3719438_3729176	PGD	69.10060
21_3730259_3733060	APITD1	10.23130
21_3736252_3739903	DFFA	16.16500
21_3739743_3820354	PEX14	37.38790
21_3823571_3948397	CASZ1	2.07323
21_4065711_4071376	TARDBP	72.72360
21_4073313_4086699	MASP2	3.54048
21_4099856_4103582	SS2	4.96534
21_4110838_4116111	SRM	144.30900
21_4118176_4132290	EXOSC10	31.60550
21_4132544_4194648	MTOR	12.65240
21_4168834_4176267	ANGPTL7	0.00000
21_4194938_4200723	UBIAD1	61.32030
21_4201959_4222037	PLEKHM2	34.96000
21_4222640_4227018	TMEM82	73.65760
21_4228209_4231660	FBLIM1	1.02075
21_4240966_4244862	LOC101750529	1.98403
21_4260472_4301075	SPEN	30.14390
21_4301223_4301603	-	18.67090
21_4302180_4308222	ZBTB17	12.55940
21_4309854_4311424	HSPB7	0.00000
21_4312287_4316700	CLCNKB	0.66523
21_4317772_4326086	EPHA2	44.75070
21_4326626_4327277	-	12.93180
21_4331677_4371111	FBXO42	35.29230
21_4372844_4385290	C21H1ORF144	33.15410
21_4385802_4391455	NECAP2	21.51030
21_4392169_4407405	CROCC	0.99871
21_4408074_4410070	MFAP2	0.00000
21_4413932_4416023	-	29.79410
21_4416480_4416956	-	57.18070
21_4417779_4418104	-	50.90410
21_4418692_4422651	ATP13A2	29.50800
21_4424193_4440170	LOC101751149	0.49635
