GENE	CHROM POSITION	library_15
L3MBTL1	20_46762_84040	1.24236
L3MBTL2	1_49616355_49630975	19.90580
L3MBTL3	3_57359958_57433527	2.74092
L3MBTL4	23_2645394_2682327	0.39657
LACC1	1_166488019_166542452	0.49290
LACE1	3_66809634_66870382	2.56901
LACTB	10_3651137_3658011	5.68636
LACTB2	2_116459898_116473162	12.33360
LACTBL1	21_5866067_5883666	0.00000
LAD1	26_779359_788754	0.50177
LAG3	1_76675706_76684430	0.00000
LAMA1	2_99400389_99499501	0.03484
LAMA2	3_57586769_57923851	0.10477
LAMA3	2_102780727_102893607	0.28029
LAMA4	3_65122459_65219276	0.00000
LAMA5	20_8178921_8252841	8.96890
LAMB1	1_14681399_14722948	13.59260
LAMB2	12_11538703_11554584	1.30346
LAMB3	26_3055343_3076021	0.21978
LAMB4	1_14725778_14777512	0.00000
LAMC1	8_7448923_7500394	43.10270
LAMC2	8_7505287_7519454	3.19573
LAMC3	17_6063726_6078740	0.00000
LAMP1	1_136830832_136848459	190.97200
LAMP2	4_16383538_16400292	29.38010
LAMP3	9_15845909_15857555	0.00000
LAMTOR1	Un_13596425_13597677	80.71860
LAMTOR3	4_59731610_59735874	35.16570
LANCL1	7_2770094_2785762	7.10780
LANCL2	2_52341518_52378608	12.71840
LANCL3	1_112543681_112579753	4.10942
LAP3	4_75553553_75565346	22.91890
LAPTM4A	3_101097689_101110495	153.86300
LAPTM4B	2_127102929_127164926	0.51640
LAPTM5	23_267140_287013	48.41430
LARGE	1_52602639_52799356	8.54652
LARP1	13_11375656_11416453	156.89700
LARP1B	4_33840094_33874077	14.33400
LARP4	LGE22C19W28_E50C23_213959_242636	69.90980
LARP4B	2_10245474_10281207	32.26980
LARP6	10_5746910_5754751	2.33001
LARP7	4_56679245_56706891	3.22178
LARS	13_17255698_17279415	25.02150
LARS2	2_43475366_43560252	7.59802
LAS1L	4_80517_106151	9.19298
LASP1	27_4053820_4070409	215.45400
LASS4	28_539018_549761	0.63942
LAT2	Un_25080866_25085401	0.00000
LATS1,LOC101748156,NUP43	3_47466065_47498143	36.80440
LATS2	1_177897770_177938742	3.68168
LBFABP	23_5581410_5583926	5.71079
LBH	3_7979471_7990141	1.83845
LBR	3_16751706_16763037	33.51370
LBX3	Un_15411490_15412025	0.00000
LCA5	3_78811305_78828482	4.38250
LCA5L	1_107375553_107390605	0.00000
LCAT	11_1030246_1036713	5.23954
LCK	23_5089385_5095806	0.69615
LCLAT1	3_7804644_7911168	17.19220
LCMT1	14_6602195_6621652	23.76600
LCMT2	1_193425631_193446112	9.45632
LCN8	17_501841_504845	101.84300
LCOR	6_21979623_21994987	2.54785
LCORL	4_75401345_75452145	6.19400
LCP1	1_167327551_167356169	1.48259
LCP2	13_3218625_3247941	0.00000
LCT	7_30147988_30165520	8.91478
LDB1	6_22062466_22073266	49.55380
LDB2	4_75756865_75959593	0.94314
LDB3	6_1874460_1961653	3.08092
LDHA	5_11936823_11942577	395.37500
LDHB,LOC101750450	1_67177616_67187671	222.98900
LDHD	11_1954846_1958514	0.00000
LDLRAD1	8_24023098_24029596	0.72302
LDLRAD3	5_18566519_18671041	1.08479
LDLRAP1	23_2307746_2323835	15.75260
LEAP2	13_16458717_16460465	0.00000
LECT1	1_165018165_165029902	0.00000
LECT2	13_14532784_14537641	0.00000
LEF1	4_37323507_37377905	21.83640
LEFTY2	3_16515328_16518570	0.00000
LEKR1	9_22253277_22298816	3.36794
LEMD2	26_4523886_4535433	23.41630
LEMD3	1_33898091_33945742	16.96600
LEO1	10_8493508_8507039	9.47905
LEPR	8_27238561_27268762	0.34603
LEPRE1	21_6364489_6370825	32.32250
LEPREL1	9_13459142_13512621	1.57333
LEPROT	8_27220962_27226804	57.62260
LEPROTL1	4_48654665_48658034	24.11480
LETM1	4_82881865_82907263	41.36100
LETM2	22_2321617_2326392	15.22160
LFNG	14_3222766_3233058	21.34440
LGALS1	4_49143573_49145910	90.00150
LGALS2	1_51050597_51062352	125.62200
LGALS3	5_56155621_56157353	28.71340
LGALS8	3_37061097_37073671	51.16220
LGALSL	3_9612387_9618618	4.34002
LGI1	6_19846791_19858668	0.40697
LGI2	4_73182463_73202652	0.73462
LGMN	5_44071052_44095847	188.86700
LGR4	5_3650108_3710578	5.29433
LGR5	1_36192486_36279443	1.50307
LGR6	26_395066_466626	0.00000
LGSN	3_85136238_85153044	0.00000
LHCGR	3_7505303_7524818	0.61462
LHFP	1_170264098_170402491	0.00000
LHFPL2,LOC100858739,LOC101748096,LOC101752038	Z_22452564_22578462	12.01880
LHFPL4	12_11407018_11414224	4.24409
LHFPL5	26_89273_92607	0.00000
LHPP	6_31565495_31632621	5.98788
LHX1	19_8388587_8391949	0.31082
LHX2	17_9224733_9243415	0.38238
LHX3	17_8044580_8050098	0.00000
LHX4	8_5958640_5966528	0.89452
LHX5	15_12568849_12575304	0.00000
LHX6	17_8722852_8733388	0.00000
LHX8	8_28607271_28618820	0.45830
LHX9	8_2269655_2279402	0.00000
LIAS	4_68886752_68898612	9.31825
LIF	15_10865008_10867371	1.34557
LIFR	Z_11866358_11907282	12.10290
LIG1	LGE64_715306_722057	7.74631
LIG3	19_4503023_4518240	19.10880
LIG4	1_139472179_139475818	2.77603
LIMA1	LGE22C19W28_E50C23_242617_266518	0.00000
LIMCH1	4_68065265_68229999	0.82703
LIMD1,SACM1L	2_43412770_43464897	55.79430
LIMD2	27_2764309_2769010	2.51303
LIMK1	19_805472_814681	1.01762
LIMK2	15_9053434_9084147	4.11935
LIMS1	1_135618569_135632023	17.88030
LIMS2	9_882042_907414	19.43640
LIN28A	23_172318_183625	0.00000
LIN28B	3_68312964_68389098	1.18822
LIN52	5_37026157_37067983	15.27690
LIN54	4_45698433_45734671	7.26726
LIN7A	1_39955228_40003983	6.26646
LIN7B	5_3714443_3726961	16.05800
LIN9	3_16404584_16432519	5.24920
LINGO1	10_2245920_2332935	1.05440
LINGO2	Z_68662669_69141063	0.00000
LINGO3	28_1904815_1921290	0.25871
LINS	10_16824158_16836886	0.54589
LIPA	6_18880131_18892422	45.98290
LIPC	10_6478064_6520992	1.86880
LIPG	Z_1060908_1069594	43.82460
LIPI	1_97343774_97364332	7.97167
LIPT1	1_131856325_131858192	15.57760
LITAF	14_924498_931316	6.74937
LIX1	Z_51376276_51404560	0.51225
LL	6_3953477_3955943	0.55459
LLGL1	14_5050903_5060972	11.11840
LLGL2,TSEN54	18_11155669_11198412	99.32970
LLPH	1_34327084_34329739	75.26180
LMAN1	Z_942873_962370	98.17450
LMBR1	2_8434700_8514745	41.00410
LMBRD1	3_82508812_82574635	5.01884
LMBRD2	Z_10795279_10838397	14.33090
LMCD1	12_19214819_19238125	0.23232
LMF1	14_5752411_5915872	4.52611
LMF2	1_601787_606049	83.06970
LMLN	7_27706463_27719624	1.59828
LMNA	10_10959325_10971103	1.17579
LMNB1	Z_56036885_56061129	28.07270
LMNB2	28_631136_661762	46.54580
LMO2	5_17711060_17717486	0.74994
LMO3	1_63503855_63564292	0.00000
LMO4	8_14664288_14678127	88.43960
LMO7	1_154061424_154190582	30.13440
LMOD1	26_1105383_1115034	0.18278
LMOD2	1_22048508_22054661	0.00000
LMX1A	8_5141939_5165412	0.00000
LMX1B	17_10059202_10152878	8.37799
LNP1	1_84288829_84301834	0.00000
LNPEP	Z_51421520_51474831	7.20084
LNX1	4_65260912_65329723	0.00000
LNX2	1_175450030_175476076	3.42516
LOC100502566	4_1963907_1964441	229.25000
LOC100857102	1_52887369_52953963	0.00000
LOC100857104	7_5699340_5731203	5.15864
LOC100857112	Un_860557_861135	0.00000
LOC100857116	21_6521001_6524996	0.00000
LOC100857117	Z_38890965_38893939	2.87781
LOC100857118	LGE22C19W28_E50C23_random_462182_463117	0.00000
LOC100857119	Un_32478670_32482094	0.00000
LOC100857121	Un_13328234_13329797	0.47523
LOC100857122	Un_2986859_2987828	0.00000
LOC100857124	1_77659541_77662348	0.00000
LOC100857125	1_193927508_193928569	0.00000
LOC100857131	25_210437_211793	48.53140
LOC100857133	1_52936237_52949265	69.68850
LOC100857136,LOC101749599,LOC101749679,LOC101749737,LOC771130,UGT1A1	7_5736335_5897536	213.93000
LOC100857138	25_1847470_1851422	12.17530
LOC100857140	Un_7335297_7337925	0.04606
LOC100857141	Un_17271943_17274653	0.03478
LOC100857145	4_12739726_12750301	0.00000
LOC100857153	1_77710017_77710779	0.00000
LOC100857163	2_33134047_33141921	0.00000
LOC100857164	20_12403605_12407033	0.20398
LOC100857165	24_377387_384268	92.78430
LOC100857166	25_1859803_1865349	0.00000
LOC100857167	Z_82074541_82090782	1.66540
LOC100857169	1_186254080_186255061	0.00000
LOC100857175	Un_31450993_31451522	0.00000
LOC100857176	Un_32286620_32287488	539.06600
LOC100857180	10_72434_98054	0.20282
LOC100857182	28_2063481_2067572	28.02690
LOC100857183	Z_10295522_10313125	0.00000
LOC100857185	Un_30009187_30011164	8.36038
LOC100857187	3_21541320_21563229	0.17745
LOC100857190	25_1870717_1874456	0.00000
LOC100857191	Z_8229237_8231919	0.00000
LOC100857192	Un_12695979_12696607	33.74300
LOC100857193	Un_17603788_17605283	0.32335
LOC100857194	Un_35708733_35709689	0.00000
LOC100857197	4_19815524_19864630	13.51420
LOC100857206	Un_21542617_21544180	0.00000
LOC100857208	Un_21865218_21875277	8.09944
LOC100857209	Un_3049485_3052622	0.00000
LOC100857210	1_78102439_78105421	0.00000
LOC100857212	4_2076174_2079512	3.12059
LOC100857214,LOC100857247	7_21700131_21706774	154.48900
LOC100857215	10_135425_135743	0.00000
LOC100857218	17_random_37579_54312	4.63108
LOC100857219	Un_24897452_24899569	86.64490
LOC100857220	Un_772107_772713	0.00000
LOC100857226	25_1877549_1887478	11.00700
LOC100857229	Un_6303352_6306944	12.50210
LOC100857231	Un_4167204_4168430	48.20000
LOC100857232	Un_35616814_35617417	0.00000
LOC100857238	18_1645474_1650489	0.00000
LOC100857241	Un_15481745_15482318	0.00000
LOC100857243	Un_3055851_3056790	0.00000
LOC100857250	15_1523567_1534182	0.59905
LOC100857251	25_301488_307081	15.46050
LOC100857252	10_random_87827_92821	3.49891
LOC100857254	Un_26395124_26395522	0.00000
LOC100857255	Un_19699510_19700602	0.00000
LOC100857257	2_33130546_33133268	0.00000
LOC100857259	3_57952863_57977845	0.00000
LOC100857262,LOC100859441	25_1746421_1918134	172.80900
LOC100857266	Un_6735016_6737368	17.53460
LOC100857269	14_13010001_13052172	31.14780
LOC100857270	25_992546_993154	0.00000
LOC100857271	27_random_212829_213626	0.00000
LOC100857272	LGE22C19W28_E50C23_random_493300_495099	0.29867
LOC100857273	Un_15826332_15827865	0.00000
LOC100857274	Un_30266988_30269702	0.05383
LOC100857275	Un_3065059_3066022	0.00000
LOC100857280	4_59584734_59590032	15.60620
LOC100857281	13_9763214_9770731	7.49590
LOC100857285	Un_27143528_27144641	17.14930
LOC100857286	1_54372089_54405331	4.10770
LOC100857289,VTN	19_5617654_5645577	1312.46000
LOC100857290	25_1925917_1929637	0.00000
LOC100857291	Un_36101642_36103724	363.88700
LOC100857292	1_112656119_112677473	0.00000
LOC100857295	19_174704_176366	62.82440
LOC100857297	25_996577_997105	0.00000
LOC100857298	27_5084008_5087423	19.70630
LOC100857299	Z_49291823_49294202	2.72332
LOC100857302	Un_3949335_3952826	0.01258
LOC100857303	Un_3070913_3071792	0.00000
LOC100857313	11_random_74918_82207	0.42496
LOC100857314	18_random_210379_223177	0.00000
LOC100857315	Un_257563_258364	4.95785
LOC100857316	Un_16150031_16150819	5.06824
LOC100857317	Un_27308175_27308460	0.00000
LOC100857321	12_3471167_3499969	0.15710
LOC100857324	1_random_16454_18745	6.03972
LOC100857325	Un_3815259_3816108	0.00000
LOC100857326	Un_1287062_1288090	0.00000
LOC100857328	1_94133808_94177568	0.00000
LOC100857331	19_9568056_9569587	1.84753
LOC100857333	28_798945_801101	0.00000
LOC100857334	Un_12950237_12952066	17.65370
LOC100857335	Un_14355839_14357595	2.08136
LOC100857336	Un_28428905_28429871	0.00000
LOC100857337	Un_28464737_28466149	0.00000
LOC100857341	2_55801685_55802892	10.49150
LOC100857343	10_312250_314835	0.00000
LOC100857344	Z_67060178_67069396	0.00000
LOC100857345	11_random_95211_100858	14.97910
LOC100857346	Un_2863155_2864615	1.72351
LOC100857347	Un_26153812_26155764	0.37974
LOC100857348	Un_28545244_28546047	133.14900
LOC100857351	7_10007504_10013793	0.00000
LOC100857355	25_1934343_1936568	6.23003
LOC100857356	Z_853143_892040	0.11042
LOC100857357	1_random_8742_12932	1.03115
LOC100857358	Un_11284604_11285836	32.27500
LOC100857360	1_54451591_54480018	4.01225
LOC100857362	5_56590797_56592396	0.00000
LOC100857367	25_1005686_1006052	0.00000
LOC100857372	Un_14022449_14023186	3.83580
LOC100857373	Un_4608082_4609110	0.00000
LOC100857375	Un_30286903_30289690	0.20405
LOC100857376	2_79201403_79213276	1.36456
LOC100857379	11_random_11342_13001	0.00000
LOC100857380	Un_16690373_16691399	8.93345
LOC100857381	Un_9301417_9302362	42.35890
LOC100857382	Un_28546571_28547398	131.91900
LOC100857397	5_44309115_44314806	0.00000
LOC100857401	12_5146341_5211984	0.00000
LOC100857402	17_6239065_6240221	21.24270
LOC100857403	Z_7244017_7245253	0.09624
LOC100857404	Un_1012885_1014861	0.05076
LOC100857406	Un_20655312_20656651	11.90530
LOC100857409	Un_30261795_30265925	0.00000
LOC100857410	Un_25285774_25286889	0.02987
LOC100857411	4_45841899_45843200	0.00000
LOC100857412	6_34835496_34847602	7.81944
LOC100857414	25_1937484_1944873	5.94482
LOC100857418	Un_18514047_18517779	9.94006
LOC100857419	Un_30892501_30893543	0.00000
LOC100857421,LOC101747834	3_41103323_41109672	0.44922
LOC100857424	Un_35690865_35691830	0.00000
LOC100857426	1_113130025_113692265	0.00465
LOC100857428	5_57357761_57389791	0.00000
LOC100857433	28_2486884_2489496	33.13200
LOC100857434	LGE64_random_36548_38005	0.41604
LOC100857435	Un_2578776_2579343	0.00000
LOC100857437	Un_17518369_17527765	12.78210
LOC100857438	Un_34151409_34153042	0.01965
LOC100857439	1_48029418_48030675	1.41588
LOC100857440	4_65034455_65045274	0.00000
LOC100857442	25_1952841_1954505	2.93087
LOC100857444	Z_67916548_67926949	0.00577
LOC100857445	11_random_13969_31402	2.98735
LOC100857447	Un_12733900_12735091	0.43100
LOC100857453	4_51658546_51676468	0.00000
LOC100857458	1_random_948994_950282	0.00000
LOC100857459	Un_35699115_35700094	0.00000
LOC100857461	1_113450752_113466652	0.00000
LOC100857464	2_137336112_137396986	0.00000
LOC100857467	14_13062225_13063534	14.87970
LOC100857468	25_1044883_1054270	0.00000
LOC100857471	Z_50467929_50469557	0.00000
LOC100857473	Un_5291289_5297833	50.54370
LOC100857474	Un_30295477_30305859	0.00000
LOC100857475	Un_4212354_4213853	0.00000
LOC100857478	2_17526859_17554574	1.88538
LOC100857480	7_21851075_21857362	0.87457
LOC100857484	Un_15389409_15390362	343.86200
LOC100857485	Un_10519953_10531907	6.65928
LOC100857488	18_7428357_7501216	2.27735
LOC100857489	27_4392882_4396098	5.78169
LOC100857490	1_random_127484_132601	0.00000
LOC100857491	Un_14175811_14179565	9.85230
LOC100857497	6_8618091_8643744	0.00000
LOC100857499	22_1953070_2044593	0.00000
LOC100857501	Un_18137651_18139357	1.15946
LOC100857504	Un_36658624_36659966	0.72241
LOC100857512,LOC100857811	25_425076_438308	0.00000
LOC100857513	25_1957056_1960632	1.92130
LOC100857514	Z_68288258_68295743	0.04981
LOC100857515	Un_27310254_27311023	0.00000
LOC100857516	Un_11948332_11963060	4.26926
LOC100857517	1_54481531_54485139	44.41660
LOC100857518	1_135745266_135747913	10.90760
LOC100857522	9_3782947_3785821	0.95739
LOC100857525	1_random_293285_303251	27.12790
LOC100857526	Un_16216048_16220841	62.04250
LOC100857527	Un_33909206_33910536	0.00000
LOC100857529	2_31124333_31139998	2.33164
LOC100857536	Un_4387211_4388403	1.21692
LOC100857538	Un_18537702_18538665	13.03180
LOC100857540	Un_12097591_12100763	0.37518
LOC100857541	Un_4237897_4238437	0.00000
LOC100857542	2_18646945_18651995	0.00000
LOC100857543	4_32021924_32134909	0.00000
LOC100857544	13_42305_77850	0.00000
LOC100857546	20_5174675_5178352	0.00000
LOC100857549	Z_23314238_23318367	1.16606
LOC100857551	Un_31316424_31317370	0.00000
LOC100857553	Un_33019436_33022410	3.08646
LOC100857554	Un_1642005_1643153	0.00000
LOC100857556	1_189735109_189737366	0.00000
LOC100857559	1_75244566_75246281	0.00000
LOC100857560	2_31147725_31160048	4.61044
LOC100857563	10_2118314_2125393	1.22554
LOC100857565	19_132480_142759	4.46154
LOC100857566	19_9963063_9976347	34.12760
LOC100857568	Un_21302117_21303092	0.00000
LOC100857569	Un_15254434_15260677	2.29982
LOC100857570	Un_55164_57164	0.07272
LOC100857573	6_14455642_14460132	0.11914
LOC100857577	25_1981379_1985471	107.31700
LOC100857578	11_random_7232_11034	9.06357
LOC100857579	W_random_256810_258345	0.00000
LOC100857581	Un_346781_348065	5.41714
LOC100857583	Un_8261337_8275814	0.79739
LOC100857585	Un_4395003_4395972	0.00000
LOC100857589	18_9973202_10023031	0.86534
LOC100857591	Un_6308323_6309479	46.55610
LOC100857595	Un_16556885_16558236	0.05718
LOC100857597	Un_9691948_9693983	0.00000
LOC100857598	Un_15484847_15485801	0.00000
LOC100857599	Un_30225806_30226341	4.07811
LOC100857600	Un_27715285_27716206	0.00000
LOC100857601	Un_4251001_4251775	0.00000
LOC100857603	1_104283564_104319908	0.72471
LOC100857606	5_522410_523256	41.13720
LOC100857609	13_14572427_14575250	7.28200
LOC100857614	Un_19426369_19446844	2.61558
LOC100857615	Un_36604186_36605274	0.22147
LOC100857616	Un_13268975_13270097	17.47780
LOC100857620	1_random_312470_315093	5.19296
LOC100857621	Un_25090018_25092459	4.03173
LOC100857622	Un_8452458_8453363	30.40280
LOC100857632	14_13283056_13320074	0.00000
LOC100857633	19_168019_171535	34.50130
LOC100857636	Un_26707792_26712681	102.64700
LOC100857637	Un_28251073_28255739	10.85260
LOC100857638	Un_2714990_2718306	0.10702
LOC100857639	Un_29166824_29167388	0.00000
LOC100857645	13_88496_92537	0.00000
LOC100857648	19_random_128515_133066	0.00000
LOC100857652	Un_36357865_36358854	0.00000
LOC100857653	Un_3534846_3538153	34.45600
LOC100857659	27_4569142_4573336	0.00000
LOC100857660	Z_52002206_52003715	0.00000
LOC100857665	13_10856395_10869845	0.00000
LOC100857666,LOC101751241	20_5412252_5418306	1.03703
LOC100857667	28_1047219_1049675	0.00000
LOC100857668	11_random_39464_44793	12.24790
LOC100857670	Un_16424078_16426953	3.27676
LOC100857671	Un_27238252_27242166	0.00000
LOC100857673	1_104229672_104274465	12.55110
LOC100857678	13_15177988_15199877	14.78600
LOC100857680	26_2935959_3041075	0.00000
LOC100857682	Un_27029751_27042722	0.00000
LOC100857684	1_47778304_47779561	5.02949
LOC100857685	1_191993192_191996297	0.06387
LOC100857686	3_104709132_104712019	2.33556
LOC100857687	4_1201821_1206506	17.14830
LOC100857691	Un_29768851_29772168	29.43830
LOC100857698	Un_28415563_28415955	204.08600
LOC100857700	Un_20168646_20170650	0.00000
LOC100857701	1_104327991_104328622	0.75442
LOC100857706	18_10153911_10155296	0.00000
LOC100857708	19_random_5888_12682	0.05880
LOC100857709	Un_28173510_28182749	0.06242
LOC100857710	Un_29306919_29307344	181.13600
LOC100857711	1_54485614_54534660	2.03811
LOC100857712	2_81165238_81170766	0.00000
LOC100857714	25_1219719_1225795	0.40499
LOC100857717	Un_22946597_22950177	35.35760
LOC100857718	Un_21215711_21216715	0.00000
LOC100857721	2_113615491_113624738	0.00000
LOC100857724	8_4280274_4283264	7.12027
LOC100857726	12_1183706_1184681	1.27959
LOC100857729	Un_5958061_5958717	2.97713
LOC100857730	Un_15548614_15549562	0.00000
LOC100857732	3_104213712_104214787	16.93180
LOC100857738	19_random_321_2762	4.03173
LOC100857740	Un_34043796_34046600	0.00000
LOC100857741	3_26634873_26655646	1.38750
LOC100857744	Z_7240081_7243399	0.24450
LOC100857745	Z_53002357_53008671	127.52000
LOC100857746	1_random_925893_926517	0.77092
LOC100857748	Un_35786097_35786652	0.00000
LOC100857751	2_32254297_32255966	3.37474
LOC100857752	4_85256767_85259547	0.00000
LOC100857758	Un_1382987_1383555	0.00000
LOC100857759	Un_29870492_29872987	107.13300
LOC100857760	Un_5944612_5945822	3.10538
LOC100857761	Un_15493088_15499320	28.87240
LOC100857762	Un_27955838_27956774	0.00000
LOC100857763	Un_32415044_32415980	0.00000
LOC100857766	9_14399179_14401724	0.00000
LOC100857767	23_1189215_1193030	0.54636
LOC100857768	19_random_133860_137602	60.42130
LOC100857771	1_54346446_54352607	0.10655
LOC100857777	11_19145758_19151018	0.00000
LOC100857781	LGE22C19W28_E50C23_490835_493180	4.60665
LOC100857782	1_random_80955_85776	5.72154
LOC100857783	Un_9490151_9490629	0.00000
LOC100857784	Un_24196485_24199122	0.01784
LOC100857789	2_139289829_139305103	0.00000
LOC100857793	15_2567688_2609435	10.39730
LOC100857794	22_2443215_2448405	0.00000
LOC100857795,LOC100859849	25_1751173_1926161	102.86700
LOC100857798	Un_14577344_14578170	0.00000
LOC100857799	Un_29390052_29391363	0.00000
LOC100857800	Un_15710657_15719832	0.05298
LOC100857801	Un_31510746_31511979	4.92779
LOC100857806	W_random_563717_565091	0.00000
LOC100857807	Un_34342058_34343350	0.40500
LOC100857808	Un_11058536_11059616	68.80420
LOC100857809	Un_20164504_20166032	0.00000
LOC100857813	1_random_489070_490250	0.00000
LOC100857814	Un_9495626_9498858	0.00000
LOC100857817	4_85281877_85286472	0.00000
LOC100857818,LOC101751653	5_16164662_16168971	0.00000
LOC100857820	11_1154763_1160163	5.44581
LOC100857825	13_random_7966_9093	0.00000
LOC100857826	Un_14568648_14570820	0.00000
LOC100857828	Un_4328580_4329540	0.00000
LOC100857831	Un_34809784_34811886	0.98462
LOC100857833	Un_20186726_20197017	0.00000
LOC100857834	5_410848_412965	0.00000
LOC100857836	1_159204585_159207207	2.48062
LOC100857837	2_107349616_107385564	0.78500
LOC100857839	4_85288937_85292942	0.00000
LOC100857840	5_26725461_26727760	0.31391
LOC100857843	11_1179328_1183152	1.38867
LOC100857845	24_3777991_3781952	2.47162
LOC100857846	25_1964771_1980103	16.10700
LOC100857847	27_4006811_4007490	9.39735
LOC100857848	Z_3719487_3728951	6.95698
LOC100857850	Un_26818942_26820179	6.04842
LOC100857852	Un_6902174_6902762	0.00000
LOC100857858	Un_23076365_23076908	454.65200
LOC100857859	Un_2773898_2775509	2.14226
LOC100857860	Un_20197405_20200042	0.17858
LOC100857862	28_2098337_2119992	27.87130
LOC100857863	Z_36867469_36891977	0.00000
LOC100857869	4_15490888_15504697	0.70644
LOC100857871	4_85337246_85340420	0.00000
LOC100857873	11_9779794_9781076	28.06440
LOC100857875	24_4025842_4100231	25.22240
LOC100857876	25_1986317_1998366	5.74221
LOC100857878	Un_29004532_29005282	0.00000
LOC100857879	Un_25455402_25456253	3.77255
LOC100857881	Un_19046356_19049279	0.69989
LOC100857882	Un_2282938_2284734	0.31455
LOC100857883	Un_27136318_27138056	0.00000
LOC100857884	Un_2882531_2883467	0.00000
LOC100857889	Z_12876978_12970117	0.16832
LOC100857891	W_random_442859_443335	0.00000
LOC100857892	Un_14776332_14780109	0.00000
LOC100857893	Un_11053763_11055168	2.80421
LOC100857894	Un_20202647_20204765	0.01345
LOC100857897	14_12231748_12234683	1.28542
LOC100857902	1_72157687_72165476	0.00000
LOC100857905	1_160491582_160491974	0.00000
LOC100857906	4_85347295_85350180	0.00000
LOC100857912	25_2015221_2019173	12.08240
LOC100857913	28_4040600_4046392	0.47827
LOC100857915	Un_10587548_10588255	0.00000
LOC100857916	Un_10806065_10807222	0.00000
LOC100857917	Un_28282992_28284348	0.31620
LOC100857919	3_53983318_53984188	0.00000
LOC100857921	Z_70860436_70870204	0.02283
LOC100857922	19_random_50116_52548	0.21478
LOC100857925	1_193361951_193365192	4.40670
LOC100857927	4_19000000_19007955	0.28920
LOC100857928	13_16190576_16202210	0.00000
LOC100857929	25_468702_470859	2.14225
LOC100857930	Z_54067693_54088097	0.00000
LOC100857932	Un_3363798_3365013	17.56440
LOC100857935	7_34807927_34818959	65.42070
